Product|PricePerPound|Quant|PricePerThing
Annies Organic Red Wine & Olive Oil Vinaigrette|None|236 milliliters|4.80
Bobs Red Mill Teff Flour, Whole Grain|None|24 ounces|7.19
Daves Gourmet Pasta Sauce, Organic, Roasted Garlic & Sweet Basil|None|25.5 ounces|7.15
Daves Gourmet Pasta Sauce, Butternut Squash|None|25.5 ounces|7.15
Lundberg Organic Rice Cakes, Brown Rice, Salt-Free|None|8.5 ounces|4.69
Bobs Red Mill Sorghum, Whole Grain|None|24 ounces|4.09
Lee Kum Kee Mayo, Sriracha|None|15 ounces|5.00
Stonyfield YoKids Organic Lowfat Starwberry & Banana StrawberryYogurt|None|25 ounces|5.10
Stonyfield Farm Organic Yogurt, Lowfat, Kids, 6 Pack|None|6|5.10
PB2 PB2, with Premium Chocolate|None|6.5 ounces|5.61
Barilla Mostaccioli, No. 71|None|1 pound|2.03
Kind Healthy Grains Cinnamon Oat Clusters with Flax Seeds|None|None|6.74
Westbrae Natural Salad Beans, Organic|None|15 ounces|2.75
Westbrae Natural Organic Vegetarian Pinto Beans|None|15 ounces|2.55
Babybel Semisoft Mini Gouda Cheese|None|4.5 ounces|4.08
Boars Head Hummus & Pretzels, Roasted Red Pepper|None|3 ounces|2.96
Radenska Mineral Water, Naturally Sparkling, Classic|None|1.5 liters|1.63
Athenos Crumbled Cheese, Feta, Tomato & Basil|None|4 ounces|3.47
Lakewood Organic Coconut|None|32 ounces|6.94
Nongshim Neoguri Noodles, Udon Type, Spicy Seafood|None|4.2 ounces|1.63
Boars Head Sopressata, Superiore, Piccante|None|9 ounces|7.15
Stonyfield Farm Organic O'Soy Yogurt, Soy, Blueberry on the Bottom|None|5.3 ounces|1.52
Stonyfield Farm Organic O'Soy Yogurt, Soy, Strawberry on the Bottom|None|6 ounces|1.52
Lays Dip, Smooth Ranch|None|15 ounces|5.10
Naked Protein Smoothie, Mango Protein|None|15.2 ounces|4.08
Yasso Frozen Greek Yogurt Bars, Chocolate Chip Cookie Dough|None|4|6.12
Yasso Frozen Greek Yogurt Bars, Coffee Chocolate Chip|None|4|6.12
Rold Gold Tiny Twists Cheddar Pretzels|None|None|3.36
Tostitos Salsa, Chunky, Mild|None|15.5 ounces|4.08
KIND Healthy Grains Maple Quinoa Clusters with Chia Seeds|None|None|6.74
Naked 100% Juice Smoothie, Berry Veggie|None|15.2 ounces|4.08
Amore Tomato Paste, Sun-Dried|None|2.8 ounces|6.64
Food For Life Gluten Free Multi Seed English Muffins|None|18 ounces|6.64
Food For Life Gluten Free Brown Rice English Muffins|None|6|6.64
Bahlsen Biscuits, Deloba|None|3.5 ounces|3.36
Lantana Hummus, Edamame|None|10 ounces|4.28
Carrs Crackers, Table Water|None|4.25 ounces|4.08
Horizon Organic Milk, Lowfat, Organic, 1% Milkfat|None|8 ounces|1.73
Olli Salumeria Salame, Toscano|None|6 ounces|8.48
Food For Life Ezekiel 4:9 English Muffins, Organic, Cinnamon Raisin, Fork-Split|None|6|6.12
Food For Life Ezekiel 4:9 English Muffins, Organic, 7-Sprouted Grains, Fork-Split|None|6|5.61
Silk Soymilk, Light Chocolate|None|None|4.59
Pataks Original Simmer Sauce, Tikka Masala Curry, Medium|None|15 ounces|4.08
Pataks Original Simmer Sauce, Mild Curry, Mild|None|15 ounces|5.10
Food for Life Bread, Sprouted Grain & Seed Loaf, Genesis 1:29|None|680 grams|7.15
Reese Vintage Cooking Wine, Marsala|None|12.7 ounces|3.06
Balocco Wafers, Latte|None|8.82 ounces|2.75
Horseradish Root|4.99|None|None
Taste Nirvana Coconut Water, Pulp|None|9.5 ounces|2.24
Lifeway Organic Plain Unsweetened Kefir|None|32 ounces|5.10
Lifeway Kefir Milk, Cultured, Plain, Unsweetened|None|32 ounces|4.08
Earths Best Organic Peas, First, 1 (4 Months+)|None|2.5 ounces|1.22
Earths Best Organic Summer Vegetable Dinner, 2 (6 Months +)|None|4 ounces|2.03
Applegate Organics Ham, Black Forest, Uncured|None|6 ounces|7.15
Earthbound Farm Organic Cherries, Dark Sweet, Organic|None|8 ounces|5.10
Bobs Red Mill Gluten Free Garbanzo & Fava Flour|None|22 ounces|5.92
San Pellegrino Sparkling Beverage, Orange|None|6|6.27
Cedars Organic Hommus, Roasted Red Pepper|None|8 ounces|3.88
Follow Your Heart Vegenaise Dressing & Sandwich Spread, Organic|None|16 ounces|6.43
Stonyfield Farm Organic Yogurt, Whole Milk, Strawberry|None|32 ounces|5.00
Rice Select Pasta Tri-Color Orzo|None|32 ounces|11.24
Naked 100% Juice Smoothie, Orange Carrot|None|15.2 ounces|4.08
Mestemacher Three Grain Bread|None|17.6 ounces|4.08
Annies Dressing, Tuscany Italian|None|8 ounces|4.39
Finn Crisp Multigrain Thin Crispbread|None|6.2 ounces|3.88
Clif Chocolate Chip Energy Bar|None|2.4 ounces|1.93
Clif Energy Bar, White Chocolate Macadamia Nut|None|2.4 ounces|1.93
GTs Enlightened Synergy Kombucha, Organic, Trilogy|None|16 ounces|3.88
GTs Enlightened Kombucha, Organic & Raw, Lavender Love|None|16 ounces|3.88
GT'S Enlightened Organic & Raw Gingerade Kombucha|None|16 ounces|3.88
Muir Glen Organic Tomatoes, Peeled, Whole|None|28 ounces|2.34
Thai Kitchen Chili Paste, Roasted Red, Mild|None|4 ounces|4.08
Teas Tea Green Tea, Pure & Smooth, Unsweetened|None|16.9 ounces|2.24
Smart Juice 100% Juice, Organic, Pomegranate|None|33.8 ounces|6.64
Smart Juice 100% Juice, Organic, Antioxidant Force|None|33.8 ounces|6.64
Spectrum Essentials Flax Oil, Organic|None|8 ounces|11.54
Boars Head Brown Sugar & Spice, Ham Glaze|None|11 ounces|4.08
Stacys Pita Chips, Cinnamon Sugar|None|7.33 ounces|3.47
Doritos Tortilla Chips, Nacho Cheese Flavored|None|3.12 ounces|1.52
Walkers Shortbread, Gluten Free, Pure Butter, Ginger & Lemon|None|4.9 ounces|5.10
Morey's Wild Smoked Salmon Tomato Basil|None|None|7.05
La Panzanella Dolcetini, Cinnamon|None|8 ounces|4.39
San Pellegrino Sparkling Beverage, Clementina|None|11.15 ounces|1.08
Earths Best Organic Apples & Plums, 2 (6 Months+)|None|4 ounces|1.83
Clif Energy Crunchy Peanut Butter Bar|None|2.4 ounces|1.93
Better Than Bouillon Superior Touch Lobster Base|None|8 ounces|5.10
Amy's Organic Vegetarian Baked Beans|None|15 ounces|3.57
Lifeway Kefir Cultured Milk Smoothie, Lowfat, Madagascar Vanilla|None|32 ounces|4.08
Pataks Original Curry Paste, Concentrated, Biryani, Medium|None|10 ounces|5.10
Maple Hill Cream on Top Maple Creamery Yogurt|None|6 ounces|1.52
Maple Hill Creamery Cream on Top Wild Blueberry Yogurt|None|6 ounces|1.52
Follow Your Heart Vegenaise, Soy-Free|None|16 ounces|6.12
Clif Cookies 'N Cream Builder's Protein Bar|None|2.4 ounces|2.55
Applegate Organics Roasted Turkey Breast|None|6 ounces|7.15
Lifeway Organic Pomegranate Acai Kefir|None|32 ounces|5.10
Daniele Sausage Italian Brand Dry-Cured Hot|None|None|6.02
Daniele Salame Hungarian Brand|None|None|8.17
Amy's Cashew Cream Sauce Chinese Noodles & Veggies|None|9.5 ounces|5.61
Siggi's Icelandic Style Skyr Non-Fat Vanilla Yogurt|None|24 ounces|6.12
Boar's Head Sopressata Dry Sausage Piccante|None|None|4.80
So Delicious Blueberry Coconutmilk Yogurt Alternative|None|5.3 ounces|2.03
So Delicious Coconutmilk Strawberry Yogurt Alternative|None|5.3 ounces|2.03
Lundberg Organic Sesame Tamari Rice Cakes|None|9 ounces|4.69
Boar's Head Deli Bologna German Garlic|7.66|None|None
Lundberg Rice Cakes, Organic, Tamari with Seaweed|None|8.5 ounces|4.69
Gotham Greens Pullman Green Leaf|None|4.5 ounces|4.08
Lays Potato Chips, Sour Cream & Onion Flavored, Family Size!|None|9.75 ounces|4.39
Frontera Salsa, Gourmet Mexican, New Mexico Red Chile, Medium|None|16 ounces|4.08
Boars Head Hummus, White Bean, Tuscan Style|None|8 ounces|3.06
Boars Head Sopressata, Superiore|None|9 ounces|7.15
Boars Head Hummus, Black Bean, Southwest Style|None|8 ounces|3.06
Cypress Grove Chevre Purple Haze Goat Milk Cheese|None|4 ounces|9.19
Lifeway Kefir Cultured Milk Smoothie, Lowfat, Cranberry Creme Brulee|None|32 ounces|3.88
Roland Gherkins, Cornichons|None|12 ounces|3.06
Gotham Greens Green Oak Leaf|None|None|4.08
San Pellegrino Sparkling Beverage, Grapefruit|None|11.15 ounces|1.08
Clif Energy Bar, Cool Mint Chocolate|None|2.4 ounces|1.93
Palacios Chorizo, Hot|None|7.9 ounces|7.15
Bahlsen Wafers, Hazelnut, Dark Chocolate|None|4.4 ounces|3.26
Twinings Black Tea, Lapsang Souchong, Bags|None|20|3.57
Vegeta Seasoning, All Purpose|None|17.5 ounces|4.80
LavAzza Coffee, Ground, Crema E Gusto|None|8.8 ounces|6.43
Pataks Relish, Mango, Medium|None|10 ounces|4.90
Near East Couscous Mix, Tomato Lentil|None|6.1 ounces|3.06
Mestemacher Natural Flax Seed Bread|None|17.6 ounces|4.39
Mestemacher Bread, Organic, Whole Rye|None|17.6 ounces|4.39
BelGioioso Freshly Crumbled Cheese, Gorgonzola|None|5 ounces|4.59
LavAzza Coffee, 100% Arabica, Ground, Medium Roast, Espresso, Decaffeinated|None|8 ounces|9.19
Mt Vikos Cheese, Halloumi|None|8 ounces|9.19
Olli Salumeria Chorizo|None|6 ounces|8.48
Siggi's 0% Milkfat Plain Yogurt|None|5.3 ounces|1.83
Applegate Naturals Turkey Breast, Herb|None|7 ounces|6.02
Bahlsen Biscuits, Blueberry, Deloba|None|3.5 ounces|3.16
Bigelow Green Teas, Assorted, Bags|None|20|3.57
Boars Head Hummus, Fiery Chipotle Pepper|None|10 ounces|3.06
Califia Farms Ginger Limeade, California, Homestyle|None|48 ounces|5.69
Califia Farms Lemonade, California, Meyer, Homestyle|None|48 ounces|5.69
Cascadian Farm Organic Hearty Morning Fiber Flakes|None|14.6 ounces|6.12
Lantana Hummus, Beet|None|10 ounces|4.28
Eat Well Enjoy Life Hummus, Red Lentil Chipotle Spicy, with Poblano Pepper & Corn Topping, Medium|None|10 ounces|4.28
Ella's Kitchen Bananas + Apples Super Smooth Puree Baby Food|None|3.5 ounces|2.34
Ellas Kitchen 2 Apples Carrots Prunes + Butternut Squash Puree|None|3.5 ounces|2.34
Ellas Kitchen Puree, Super Smooth, Apples + Strawberries, 2 (from 6 Months)|None|3.5 ounces|2.34
Ellas Kitchen 2 Apples Sweet Potatoes Pumpkin + Blueberries Puree|None|3.5 ounces|2.34
Gia Russa Bread Crumbs, Whole Grain, Italian Seasoned|None|10 ounces|3.26
If You Care Coffee Filters, No. 2 Size|None|100|3.77
Teas Tea Unsweetened Organic Black Tea|None|16.9 ounces|2.24
Teas Tea Unsweetened Rose Green Tea|None|16.9 ounces|2.24
Kettle Krinkle Cut Potato Chips, Buffalo Bleu|None|5 ounces|3.06
Kettle Potato Chips, Honey Dijon|None|2 ounces|1.52
Kettle Unsalted Potato Chips|None|5 ounces|3.06
The Laughing Cow Spreadable Cheese Wedges, Mozzarella Sun-Dried Tomato & Basil Flavor, Light|None|6 ounces|4.08
Lifeway Smoothie, Kefir, Blueberry|None|8 ounces|1.32
Lifeway Kefir, Lowfat, Cherry|None|32 ounces|4.40
Lifeway Kefir Cultured Milk Smoothie, Lowfat, Honey Fig|None|32 ounces|4.08
Lifeway Kefir Cultured Milk Smoothie, Lowfat, Peach|None|8 ounces|1.32
Lifeway Kefir Cultured Milk Smoothie, Lowfat, Pomegranate|None|8 ounces|1.32
Lifeway Kefir Cultured Milk Smoothie, Lowfat, Raspberry|None|8 ounces|1.32
Lifeway Kefir Cultured Milk Smoothie, Lowfat, Strawberry Banana|None|8 ounces|1.32
Lifeway Kefir, Organic, Raspberry|None|32 ounces|5.10
Lifeway Organic Strawberry Kefir|None|32 ounces|5.10
Lundberg Rice Cakes, Organic, Honey Nut - 1 Pack|None|None|4.69
Maple Hill Creamery Cream on Top Vanilla Yogurt|None|32 ounces|6.02
Natures Path Organic Flax Plus Waffles|None|7.4 ounces|3.88
Organic Valley Cheese Spread, Neufchatel|None|8 ounces|3.06
Taste Nirvana Coconut Water|None|9.5 ounces|2.24
Ritter Sport Colorful Variety Milk Chocolate, with Coconut|None|3.5 ounces|4.06
Ritter Sport Milk Chocolate, with Cornflakes|None|3.5 ounces|4.06
Ritter Sport Colorful Variety Dark Chocolate, Fine Extra, 73% Cacao|None|3.5 ounces|4.06
Siggis Yogurt, Non-Fat, Swedish Style Filmjolk, Drinkable, Raspberry|None|32 ounces|4.28
Silk Soymilk, Very Vanilla|None|8 ounces|1.83
Tasty Bite Cashew Curry, Thai, Medium|None|10 ounces|4.08
Walkers Shortbread, Pure Butter, Highlanders|None|4.7 ounces|4.39
Organic Valley Jack Style Raw Milk Cheese|None|8 ounces|5.49
Maple Hill Creamery Vanilla Greek Yogurt|None|5.3 ounces|2.55
Maple Hill Creamery Peach Greek Yogurt|None|5.3 ounces|2.55
Maple Hill Creamery Yogurt, Greek, Plain|None|5.3 ounces|2.55
Maple Hill Creamery Strawberry Greek Yogurt|None|5.3 ounces|2.55
Maple Hill Creamery Cream on Top Lemon Yogurt|None|6 ounces|1.52
Itoen Japanese Green Tea Sencha Shot|None|6.4 ounces|1.86
GT'S Enlightened Synergy Organic Green Chia Kombucha|None|16 ounces|3.88
Banza Rotini|None|8 ounces|4.49
Amys Stir-Fry Asian Noodle|None|10 ounces|6.12
Maple Hill Creamery Yogurt, Greek, Raspberry|None|5.3 ounces|2.55
Ellas Kitchen Smoothie Fruits, Squished, The Yellow One, Over 6 Months|None|3 ounces|2.24
CoolHaus Ice Cream Sandwiches, Gourmet, Caramia Lehrer|None|5.2 ounces|5.10
Ellas Kitchen Smoothie Fruits, Squished, The Red One, Over 6 Months|None|3 ounces|2.24
Ellas Kitchen Smoothie Fruits, Squished, The Green One, Over 6 Months|None|3 ounces|2.24
Maple Hill Creamery Yogurt, Drinkable, Plain|None|12 ounces|3.06
Ito En Oolong Tea, Unsweetened, Golden|None|16.9 ounces|2.24
CoolHaus Ice Cream, Gourmet, Im Pei-Nut Butter|None|5.8 ounces|5.10
Tassos Olive Oil, Extra Virgin|None|17 ounces|8.99
Gille Crisps, Double Chocolate|None|4.4 ounces|3.67
Gille Oat Crisps, Orange Flavored|None|4.4 ounces|3.67
Gille Sweet Oat Crisps|None|4.4 ounces|3.67
Puckered Pickle Relish, Sweet Pickle, Super Green|None|12 ounces|3.77
Frontera Salsa, Gourmet Mexican, Roasted Habanero, Hot|None|16 ounces|4.08
Eichtens Hidden Acres Curds, Natural Cheddar|None|8 ounces|4.90
Eichtens Hidden Acres Curds, Natural Cheddar, Zesty|None|8 ounces|4.90
Apple Smoked Cheese Cheese, Smoked Swiss|None|8 ounces|4.69
Chicago Flats Flatbread, Gourmet, Garlic Sesame|None|8 ounces|3.06
Reny Picot Slicing Cheese, Brie|None|8 ounces|6.43
Dynasty Bamboo Shoots, Sliced|None|8 ounces|1.63
Bobs Red Mill Bread Mix, Potato|None|16 ounces|3.57
Athenos Cheese Chunk, Feta, Traditional, Reduced Fat|None|6 ounces|5.51
Amys Bistro Burgers|None|4|7.15
Amys Tamale, Roasted Vegetables|None|10.3 ounces|6.12
De Cecco Angel Hair Nests, No. 209|None|8.8 ounces|3.36
Streits Potato Pancake Mix, Vegetable|None|None|3.06
Weber Seasoning, Zesty Lemon, Seafood & Chicken|None|4.25 ounces|6.12
Weber Seasoning, Smokey Mesquite|None|6 ounces|6.12
Weber Seasoning, Chicago Steak|None|5.5 ounces|6.12
Weber Seasoning, Gourmet Burger|None|5.75 ounces|6.12
Weber Seasoning, N'Orleans Cajun|None|5 ounces|6.12
La Preferida Pink Beans|None|16 ounces|1.83
Weber Seasoning, Roasted Garlic & Herb|None|5.5 ounces|6.12
Vigo Mushrooms, Marinated, in Vinegar Marinade|None|12 ounces|4.28
Better Than Bouillon Superior Touch Fish Base|None|8 ounces|5.00
Walkers Shortbread Petticoat Tails, Pure Butter|None|5.3 ounces|4.69
Jumex Nectar, Papaya-Pineapple|None|11.3 ounces|1.09
Jumex Nectar, Coconut-Pineapple|None|11.3 ounces|1.09
Bob's Red Mill Gluten Free Guar Gum|None|8 ounces|9.50
Annies Dressing, Roasted Red Pepper|None|8 ounces|4.39
La Preferida Blackeye Peas|None|15 ounces|1.22
Mumbo Barbecue Sauce, Premium, Tangy Hot|None|18 ounces|5.10
Bobs Red Mill Soy Protein Powder|None|14 ounces|9.19
La Preferida Pink Beans|None|15 ounces|1.22
Lakewood 100% Juice, Premium, Pure Pineapple|None|32 ounces|4.39
La Preferida Green Tomatoes, Mexican, Whole|None|11 ounces|2.03
La Preferida Taco Sauce, Red, Hot|None|7 ounces|2.34
La Preferida Sport Peppers, Hot|None|8 ounces|2.55
Chicago Flats Flatbread, Gourmet, Sundried Tomato & Basil|None|8 ounces|3.06
Ritter Sport Colorful Variety Milk Chocolate, with Cocoa Mousse|None|3.5 ounces|4.06
FARMERS Beet Horseradish, Prepared|None|None|1.63
Supremo Sour Cream, Mexican Style|None|7.76 ounces|2.85
La Preferida Corn Meal, Yellow|None|24 ounces|1.93
Supremo Cheese, Shredded, Quesadilla, Medium Picante|None|7.06 ounces|3.88
Barritts Ginger Beer, Bermuda Stone, Diet|None|12 ounces|1.83
CoolHaus Mintimalism Ice Cream Sandwiches|None|5.8 ounces|5.10
Tassos Olive Oil, Extra Virgin, Greek|None|102 ounces|30.66
Fiorucci Sopressata|None|4 ounces|4.69
Nestle Nido Dry Milk, Whole, 28% Milkfat|None|14.1 ounces|11.14
Doritos Tortilla Chips, Cool Ranch|None|1.75 ounces|0.71
Sun Chips Multigrain Snacks, Original|None|1.5 ounces|0.71
Cindys Kitchen Dressing Dip, Cole Slaw, Original|None|16 ounces|7.15
San Pellegrino Sparkling Beverage, Prickly Pear & Orange|None|11.5 fluid ounces|1.08
Cedars Hommus, Red Pepper, Roasted, Party Size|None|16 ounces|5.41
Weber Steak Seasoning, Salt Free|None|2.5 ounces|4.49
CF Burger Half & Half|None|1 quart|4.08
Vigo Mexican Rice, with Corn, Authentic|None|8 ounces|2.65
Rubschlager Rye-Ola Bread, Flax, 100% Rye|None|1 pound|2.55
La Preferida Mole Sauce|None|9 ounces|3.57
Sara Lee Rolls, Sweet Hawaiian|None|12|3.57
Spice Supreme Poppy Seed|None|4.5 ounces|1.52
Spice Supreme Vegetable Flakes|None|2 ounces|1.01
Greek Gods Yogurt, Greek Style, Honey Orange|None|24 ounces|4.69
Greek Gods Yogurt, Greek Style, Honey Lemon|None|24 ounces|4.69
Waiakea Water, Artesian, Hawaiian Volcanic|None|33.8 ounces|3.08
Izze Juice Beverage, Sparkling Apple|None|12 ounces|1.83
CoolHaus Ice Cream, Gourmet, Double Chocolate Cookie + Cream & Cookies Ice Cream|None|5.8 ounces|5.10
CoolHaus Ice Cream, Gourmet, Snickerdoodle Cookie + Strawberry|None|5.8 ounces|5.10
CoolHaus Ice Cream, Awesome, Sundae Funday|None|1 pint|6.12
Maple Hill Creamery Yogurt, Cream on Top, Orange Creme|None|6 ounces|1.52
Chinese Yali Pears|None|None|0.79
Jonagold Apples|1.29|None|None
Bitter Melon|1.59|None|None
Button Mushrooms|2.49|None|None
Chinese Okra|0.99|None|None
Opo Squash|0.99|None|None
Prairie Farms Cottage Cheese, Small Curd, 4% Milkfat Minimum|None|16 ounces|3.39
Organic Minneola Tangelo|0.99|None|None
Prairie Farms Cottage Cheese, Large Curd|None|16 ounces|3.39
Prairie Farms Cottage Cheese, Low Fat|None|16 ounces|3.39
Organic Sweet Dumpling Squash|1.59|None|None
Farmers Natural 100% Juice, Premium, Orange, No Pulp|None|59 ounces|4.99
Farmers Natural 100% Juice, Premium, Orange, Some Pulp|None|59 ounces|4.99
Prairie Farms Cottage Cheese, Low Fat|None|24 ounces|4.59
Michigan Cottage Cheese, Nonfat|None|15 ounces|3.69
Michigan Cottage Cheese, Low Fat, 1% Milkfat|None|15 ounces|3.69
Stem Strawberries|None|None|6.99
